Bassett, Richard 
Short, Dewey Jackson
Thompson, Ruth 
Tumulty, Thomas James
Velde, Harold Himmel
Wolcott, Jesse Paine
Young, Clarence Clifton
Humphreys, Robert 
Laird, William Ramsey
Revercomb, William Chapman
Wofford, Thomas Albert
Allen, John Joseph
Andresen, August Herman
Beamer, John Valentine
Bowler, James Bernard
Brownson, Charles Bruce
Burdick, Usher Lloyd
Bush, Prescott Sheldon
Butler, John Marshall
Byrne, Emmet Francis
Capehart, Homer Earl
Carrigg, Joseph Leonard
Carroll, John Albert
Case, Francis Higbee
Chudoff, Earl 
Clevenger, Cliff 
Cole, William Sterling
Cooper, Jere 
Coudert, Frederic René
Cretella, Albert William
Cunningham, Paul Harvey
Dawson, William Adams
Dellay, Vincent John
Dempsey, John Joseph
Dennison, David Short
Devereux, James Patrick Sinnott
Dies, Martin 
Eberharter, Herman Peter
George, Myron Virgil
Gordon, Thomas Sylvy
Gregory, Noble Jones
Gwinn, Ralph Waldo
Hale, Robert 
Harden, Cecil Murray
Harrison, Robert Dinsmore
Haskell, Harry Garner
Hays, Lawrence Brooks
Hennings, Thomas Carey
Heselton, John Walter
Hill, William Silas
Hillings, Patrick Jerome
Holmes, Otis Halbert
Hyde, DeWitt Stephen
James, Benjamin Franklin
Jenkins, Thomas Albert
Kean, Robert Winthrop
Kearney, Bernard William
Keeney, Russell Watson
Kelley, Augustine Bernard
Knutson, Coya Gjesdal
Krueger, Otto 
Lanham, Henderson Lovelace
Latham, Henry Jepson
Le Compte, Karl Miles
Long, George Shannon
May, Edwin Hyland
McConnell, Samuel Kerns
McGregor, J. Harry
McIntosh, Robert John
McVey, William Estus
Miller, Arthur Lewis
Miller, Edward Tylor
Morano, Albert Paul
Neal, William Elmer
Nicholson, Donald William
Nimtz, F. Jay
O’Hara, Joseph Patrick
Patterson, James Thomas
Radwan, Edmund Patrick
Robeson, Edward John
Robsion, John Marshall
Sadlak, Antoni Nicholas
Scrivner, Errett Power
Scudder, Hubert Baxter
Sheehan, Timothy Patrick
Shuford, George Adams
Sieminski, Alfred Dennis
Simpson, Sidney Elmer
Smith, Lawrence Henry
Stauffer, Simon Walter
Talle, Henry Oscar
Tewes, Donald Edgar
Vorys, John Martin
Vursell, Charles Wesley
Wigglesworth, Richard Bowditch
Wiley, Alexander 
Williams, William Robert
Wolverton, Charles Anderson
Hoblitzell, John Dempsey
Allen, Leo Elwood
Anderson, LeRoy Hagen
Barden, Graham Arthur
Barr, Joseph Walker
Baumhart, Albert David
Beall, James Glenn
Bentley, Alvin Morell
Bosch, Albert Henry
Bowles, Chester Bliss
Boyle, Charles Augustus
Brock, Lawrence 
Brown, Charles Harrison
Brown, Paul 
Brunsdale, Clarence Norman
Budge, Hamer Harold
Burns, John Anthony
Bush, Alvin Ray
Byrd, Harry Flood
Canfield, Gordon 
Carnahan, Albert Sidney Johnson
Carter, Steven V.
Chavez, Dennis 
Christopher, George Henry
Coffin, Frank Morey
Dixon, Henry Aldous
Dollinger, Isidore 
Dorn, Francis Edwin
Durham, Carl Thomas
Elliott, Douglas Hemphill
Engle, Clair 
Flynn, Gerald Thomas
Foley, John Robert
Forand, Aime Joseph
George, Newell Adolphus
Hall, David McKee
Hargis, Denver David
Harmon, Randall S.
Henderson, John Earl
Hess, William Emil
Hogan, Earl Lee
Holt, Joseph Franklin
Jackson, Donald Lester
Johnson, Byron Lindberg
Kasem, George Albert
Keating, Kenneth Barnard
Lafore, John Armand
Levering, Robert Woodrow
Long, Oren Ethelbirt
Mack, Russell Vernon
McGinley, Donald Francis
Meyer, William Henry
Miller, Ward MacLaughlin
Mitchell, Harlan Erwin
Morris, Toby 
Oliver, James Churchill
Polk, James Gould
Porter, Charles Orlando
Preston, Prince Hulon
Prokop, Stanley A.
Quigley, James Michael
Reed, Daniel Alden
Rees, Edward Herbert
Rogers, Edith Nourse
Simpson, Edna Oakes
Simpson, Richard Murray
Smith, Wint 
Taylor, Dean Park
Teller, Ludwig 
Thomson, Edwin Keith
Wainwright, Stuyvesant II
Wampler, Fred 
Wier, Roy William
Withrow, Gardner Robert
Wolf, Leonard George
Lusk, Hall Stoner
Neuberger, Maurine Brown
Smith, Benjamin A.
Addonizio, Hugh Joseph
Alexander, Hugh Quincy
Alford, Thomas Dale
Andersen, Herman Carl
Anfuso, Victor L’Episcopo
Bailey, Cleveland Monroe
Bass, Perkins 
Blakley, William Arvis
Blitch, Iris Faircloth
Boykin, Frank William
Breeding, James Floyd
Brooks, Overton 
Burke, Frank Welsh
Chiperfield, Robert Bruce
Church, Marguerite Stitt
Coad, Merwin 
Cook, Robert Eugene
Curtis, Laurence 
Davis, James Curran
Dooley, Edwin Benedict
Douglas, Paul Howard
Durno, Edwin Russell
Dworshak, Henry Clarence
Fenton, Ivor David
Frazier, James Beriah
Garland, Peter Adams
Granahan, Kathryn Elizabeth
Harrison, Burr Powell
Hickey, John Joseph
Hiestand, Edgar Willard
Hoffman, Clare Eugene
Holtzman, Lester 
Ikard, Frank Neville
Johnson, Thomas Francis
Judd, Walter Henry
Kearns, Carroll Dudley
Kefauver, Carey Estes
Kerr, Robert Samuel
Kilday, Paul Joseph
Kitchin, Alvin Paul
Kowalski, Frank 
Lane, Thomas Joseph
Loser, Joseph Carlton
Machrowicz, Thaddeus Michael
Mack, Peter Francis
Magnuson, Donald Hammer
Marshall, Fred 
Mason, Noah Morgan
McDonough, Gordon Leo
McNamara, Patrick Vincent
McSween, Harold Barnett
McVey, Walter Lewis
Merrow, Chester Earl
Miller, Clement Woodnutt
Moorehead, Tom Van Horn
Moulder, Morgan Moore
Mumma, Walter Mann
Murphy, Maurice J.
Norrell, Catherine Dorris
Norrell, William Frank
Peterson, Morris Blaine
Pfost, Gracie Bowers
Rabaut, Louis Charles
Ray, John Henry
Rayburn, Samuel Taliaferro
Reece, Brazilla Carroll
Reece, Louise Goff
Riley, Corinne Boyd
Riley, John Jacob
Robertson, Absalom Willis
Rutherford, J. T.
Saltonstall, Leverett 
Santangelo, Alfred Edward
Saund, Dalip Singh
Scherer, Gordon Harry
Schoeppel, Andrew Frank
Scranton, William Warren
Seely-Brown, Horace 
Smith, Frank Ellis
Spence, Brent 
Taber, John 
Udall, Stewart Lee
Van Zandt, James Edward
Weaver, Phillip Hart
Weis, Jessica McCullough
Zelenko, Herbert 
Kennedy, John Fitzgerald
Bottum, Joseph H.
Mechem, Edwin Leard
Simpson, Milward Lee
Abele, Homer E.
Alger, Bruce Reynolds
Auchincloss, James Coats
Avery, William Henry
Baker, Howard Henry
Baker, Irene Bailey
Barry, Robert Raymond
Becker, Frank John
Beermann, Ralph Frederick
Bennett, John Bonifas
Bolton, Oliver Payne
Brewster, Daniel Baugh
Bromwell, James Edward
Bruce, Donald Cogley
Buckley, Charles Anthony
Burkhalter, Everett Glen
Cannon, Clarence Andrew
Carlson, Frank 
Chenoweth, John Edgar
Clark, Joseph Sill
Davis, Clifford 
Derounian, Steven Boghos
Dirksen, Everett McKinley
Doyle, Clyde Gilman
Edmondson, James Howard
Elliott, Carl Atwood
Fernós-Isern, Antonio 
Finnegan, Edward Rowan
Forrester, Elijah Lewis
Gary, Julian Vaughan
Gavin, Leon Harry
Gill, Thomas Ponce
Glenn, Milton Willits
Grant, George McInvale
Green, William Joseph
Gruening, Ernest 
Harding, Ralph R.
Hayden, Carl Trumbull
Healey, James Christopher
Hemphill, Robert Witherspoon
Hickenlooper, Bourke Blakemore
Hill, Joseph Lister
Hoeven, Charles Bernard
Hoffman, Elmer Joseph
Horan, Walter Franklin
Huddleston, George 
Jensen, Benton Franklin
Johansen, August Edgar
Johnson, Lester Roland
Johnston, Olin DeWitt Talmadge
Kee, Maude Elizabeth
Kilburn, Clarence Evans
Kilgore, Joe Madison
Knox, Victor Alfred
Kuchel, Thomas Henry
Lankford, Richard Estep
Lausche, Frank John
Lesinski, John 
Libonati, Roland Victor
Long, Edward Vaughn
Martin, Patrick Minor
McIntire, Clifford Guy
McLoskey, Robert Thaddeus
Meader, George 
Miller, William Edward
Milliken, William H.
Monroney, Almer Stillwell Mike
Morse, Wayne Lyman
Morton, Thruston Ballard
Norblad, Albin Walter
Nygaard, Hjalmar Carl
O’Brien, Thomas Joseph
Osmers, Frank Charles
Ostertag, Harold Charles
Pilcher, John Leonard
Pillion, John Raymond
Rains, Albert McKinley
Rich, Carl West
Riehlman, Roy Walter
Roberts, Kenneth Allison
Ryan, Harold Martin
Schenck, Paul Fornshell
Shelley, John Francis
Sheppard, Harry Richard
Short, Don Levingston
Sibal, Abner Woodruff
Siler, Eugene 
Smathers, George Armistead
St. George, Katharine Price Collier
Staebler, Neil Oliver
Stinson, K. William
Thornberry, William Homer
Tollefson, Thor Carl
Van Pelt, William Kaiser
Vinson, Carl 
Wallhauser, George Marvin
Walter, Francis Eugene
Walters, Herbert Sanford
Weaver, James Dorman
Westland, Alfred John
Wharton, James Ernest
Wickersham, Victor Eugene
Wilson, Earl 
Winstead, William Arthur
Johnson, Lyndon Baines
Bass, Ross 
Salinger, Pierre Emil George
Andrews, Arthur Glenn
Baldwin, John Finley
Bandstra, Bert Andrew
Beckworth, Lindley Garrison
Bonner, Herbert Covington
Brown, Clarence J.
Callan, Clair Armstrong
Callaway, Howard Hollis
Cameron, Ronald Brooks
Chelf, Frank Leslie
Clevenger, Raymond Francis
Cooley, Harold Dunbar
Craley, Nathaniel Neiman
Curtin, Willard Sevier
Dague, Paul Bartram
Denton, Winfield Kirkpatrick
Dodd, Thomas Joseph
Dyal, Kenneth Warren
Ellsworth, Robert Fred
Farnsley, Charles Rowland Peaslee
Farnum, Billie Sunday
Gilligan, John Joyce
Gore, Albert Arnold
Grabowski, Bernard Francis
Greigg, Stanley Lloyd
Grider, George William
Hagen, Harlan Francis
Hansen, John Robert
Harris, Oren 
Harvey, Ralph 
Holland, Spessard Lindsey
Huot, Joseph Oliva
Jennings, William Pat
Johnson, Jed Joseph
Jones, Paul Caruthers
Kennedy, Robert Francis
Keogh, Eugene James
King, David Sjodahl
Krebs, Paul Joseph
Kunkel, John Crain
Lindsay, John Vliet
Love, Rodney Marvin
MacKay, James Armstrong
Mackie, John C.
Martin, James Douglas
Martin, Joseph William
Matthews, Donald Ray
McCarthy, Eugene Joseph
McDowell, Harris Brown
McGrath, Thomas Charles
McVicker, Roy Harrison
Moeller, Walter Henry
Morrison, James Hobson
Murphy, George Lloyd
Murray, Thomas Jefferson
O’Brien, Leo William
Olson, Alec Gehard
Prouty, Winston Lewis
Race, John Abner
Redlin, Rolland W.
Rivers, Ralph Julian
Rogers, Walter Edward
Roosevelt, James 
Russell, Donald Stuart
Schisler, Darwin Gale
Schmidhauser, John Richard
Scott, Ralph James
Secrest, Robert Thompson
Senner, George Frederick
Sickles, Carlton Ralph
Smith, Howard Worth
Stalbaum, Lynn Ellsworth
Sweeney, Robert E.
Thomas, Albert 
Thomas, Lera Millard
Thompson, Clark Wallace
Thompson, Theo Ashton
Todd, Paul Harold
Toll, Herman 
Trimble, James William
Tupper, Stanley Roger
Tuten, James Russell
Tydings, Joseph Davies
Vivian, Weston Edward
Walker, Prentiss Lafayette
Weltner, Charles Longstreet
White, Compton Ignatius
Williams, John James
Yarborough, Ralph Webster
Young, Stephen Marvin
Spong, William Belser
Allott, Gordon Llewellyn
Anderson, Clinton Presba
Ashmore, Robert Thomas
Bartlett, Edward Lewis
Boggs, James Caleb
Bolton, Frances Payne
Cooper, John Sherman
Curtis, Thomas Bradford
Ellender, Allen Joseph
Fino, Paul Albert
Fogarty, John Edward
Gardner, James Carson
Gathings, Ezekiel Candler
Halleck, Charles Abraham
Hardy, Porter 
Harris, Fred Roy
Harrison, William Henry
Herlong, Albert Sydney
Holland, Elmer Joseph
Irwin, Donald Jay
Jordan, Benjamin Everett
Jordan, Leonard Beck
Karsten, Frank Melvin
Kelly, Edna Flannery
King, Cecil Rhodes
Kornegay, Horace Robinson
Kupferman, Theodore Roosevelt
Machen, Hervey Gilbert
Miller, Jack Richard
Moore, Arch Alfred
Morris, Thomas Gayle
Multer, Abraham Jacob
Mundt, Karl Earl
O’Hara, Barratt 
Polanco-Abreu, Santiago 
Pool, Joe Richard
Resnick, Joseph Yale
Rhodes, George Milton
Russell, Richard Brevard
Selden, Armistead Inge
Smith, James Vernon
Smith, Margaret Chase
Tenzer, Herbert 
Tuck, William Munford
Walker, E. S. Johnny
Whitener, Basil Lee
Williams, John Bell
Willis, Edwin Edward
Younger, Jesse Arthur
Cook, Marlow Webster
Goodell, Charles Ellsworth
Adair, Edwin 
Aiken, George David
Ayres, William Hanes
Bates, William Henry
Battin, James Franklin
Bennett, Wallace Foster
Berry, Ellis Yarnal
Bible, Alan Harvey
Burton, Laurence Junior
Button, Daniel Evan
Cahill, William Thomas
Cohelan, Jeffery 
Cowger, William Owen
Cramer, William Cato
Cunningham, Glenn Clarence
Daddario, Emilio Quincy
Dawson, William Levi
Denney, Robert Vernon
Dominick, Peter Hoyt
Ervin, Samuel James
Everett, Robert Ashton
Fallon, George Hyde
Farbstein, Leonard 
Feighan, Michael Aloysius
Foreman, Edgar Franklin
Friedel, Samuel Nathaniel
Fulbright, James William
Gilbert, Jacob H.
Gurney, Edward John
Hughes, Harold Everett
Joelson, Charles Samuel
Kirwan, Michael Joseph
Kleppe, Thomas Savig
Laird, Melvin Robert
Langen, Odin Elsford Stanley
Lipscomb, Glenard Paul
Lowenstein, Allard Kenneth
MacGregor, Clark 
Marsh, John Otho
May, Catherine Dean
McCarthy, Richard Dean
McCormack, John William
McKneally, Martin Boswell
Meskill, Thomas Joseph
Mize, Chester Louis
Murphy, William Thomas
O’Neal, Maston Emmett
Olsen, Arnold 
Philbin, Philip Joseph
Pollock, Howard Wallace
Powell, Adam Clayton
Reifel, Benjamin 
Reinecke, Edwin 
Rivers, Lucius Mendel
Rogers, Byron Giles
Ronan, Daniel John
Roudebush, Richard Lowell
Rumsfeld, Donald Henry
Saxbe, William Bart
Schadeberg, Henry Carl
Smith, Ralph Tyler
St. Onge, William Leon
Utt, James Boyd
Watkins, George Robert
Watson, Albert William
Wold, John Schiller
Nixon, Richard Milhous
Abbitt, Watkins Moorman
Abernethy, Thomas Gerstle
Anderson, William Robert
Andrews, Elizabeth Bullock
Andrews, George William
Aspinall, Wayne Norviel
Baring, Walter Stephan
Beall, John Glenn
Begich, Nicholas Joseph
Belcher, Page Henry
Betts, Jackson Edward
Blanton, Leonard Ray
Boggs, Thomas Hale
Bow, Frank Townsend
Brock, William Emerson
Buckley, James Lane
Byrne, James Aloysius
Byrnes, John William
Cabell, Earle 
Caffery, Patrick Thomson
Carlson, Cliffard Dale
Celler, Emanuel 
Colmer, William Meyers
Conover, William Sheldrick
Corbett, Robert James
Curlin, William Prather
Córdova Díaz, Jorge Luis
Dow, John Goodchild
Dowdy, John Vernard
Dwyer, Florence Price
Edmondson, Edmond Augustus
Edwards, Edwin Washington
Fannin, Paul Jones
Fong, Hiram Leong
Fulton, James Grove
Galifianakis, Nick 
Gallagher, Cornelius Edward
Gambrell, David Henry
Garmatz, Edward Alexander
Griffin, Charles Hudson
Hagan, George Elliott
Hall, Durward Gorham
Halpern, Seymour 
Hart, Philip Aloysius
Hartke, Rupert Vance
Hicks, Louise Day
Hruska, Roman Lee
Hull, William Raleigh
Jonas, Charles Raper
Kee, James 
Keith, Hastings 
Kyl, John Henry
Lennon, Alton Asa
Link, Arthur Albert
Lloyd, Sherman Parkinson
Long, Speedy Oteria
Mansfield, Michael Joseph
McCulloch, William Moore
McDonald, Jack H.
McGee, Gale William
McKevitt, James Douglas
McMillan, John Lanneau
Miller, George Paul
Monagan, John Stephen
Montoya, Joseph Manuel
Morse, Frank Bradford
Morton, Rogers Clark Ballard
Moss, Frank Edward
O’Konski, Alvin Edward
Pastore, John Orlando
Pelly, Thomas Minor
Pirnie, Alexander 
Poff, Richard Harding
Pucinski, Roman Conrad
Purcell, Graham Boynton
Reid, Charlotte Thompson
Ryan, William Fitts
Schmitz, John George
Schwengel, Frederick Delbert
Scott, Hugh Doggett
Smith, H. Allen
Springer, William Lee
Symington, William Stuart
Taft, Robert 
Terry, John Hart
Thompson, Standish Fletcher
Tunney, John Varick
Watts, John Clarence
Whalley, John Irving
Edwards, Elaine Schwartzenburg
Abourezk, James George
Arends, Leslie Cornelius
Baker, LaMar 
Bartlett, Dewey Follett
Blackburn, Benjamin Bentley
Blatnik, John Anton
Brasco, Frank James
Bray, William Gilmer
Brooke, Edward William
Brotzman, Donald Glenn
Broyhill, Joel Thomas
Camp, John Newbold Happy
Carey, Hugh Leo
Case, Clifford Philip
Chamberlain, Charles Ernest
Clark, Frank Monroe
Clark, Richard Clarence
Collier, Harold Reginald
Collins, George Washington
Cronin, Paul William
Curtis, Carl Thomas
Davis, Glenn Robert
Davis, John William
Dellenback, John Richard
Denholm, Frank Edward
Dennis, David Worth
Donohue, Harold Daniel
Dorn, William Jennings Bryan
Dulski, Thaddeus Joseph
Eastland, James Oliver
Fisher, Ovie Clark
Frelinghuysen, Peter Hood Ballantine
Froehlich, Harold Vernon
Gettys, Thomas Smithwick
Goodling, George Atlee
Grasso, Ella Tambussi
Green, Edith Starrett
Griffin, Robert Paul
Griffiths, Martha Wright
Gross, Harold Royce
Grover, James Russell
Gubser, Charles Samuel
Gunter, William Dawson
Hanna, Richard Thomas
Hanrahan, Robert Paul
Hansen, Clifford Peter
Hansen, Julia Butler
Hansen, Orval Howard
Harvey, James 
Haskell, Floyd Kirk
Hathaway, William Dodd
Hogan, Lawrence Joseph
Holifield, Chester Earl
Hosmer, Craig 
Huber, Robert James
Hudnut, William Herbert
Hunt, John Edmund
Keating, William John
King, Carleton James
Kuykendall, Dan Heflin
Kyros, Peter Nicholas
Landgrebe, Earl Fredrick
Mailliard, William Somers
Mallary, Richard Walker
Maraziti, Joseph James
Martin, David Thomas
Mathias, Robert Bruce
Mayne, Wiley 
McClellan, John Little
McIntyre, Thomas James
McSpadden, Clem Rogers
Metcalf, Lee Warren
Mills, William Oswald
Minshall, William Edwin
Mizell, Wilmer David
Mondale, Walter Frederick
Nelsen, Ancher 
Pearson, James Blackwood
Podell, Bertram L.
Powell, Walter Eugene
Price, Robert Dale
Rarick, John Richard
Reid, Ogden Rogers
Robison, Howard Winfield
Roncallo, Angelo Dominick
Rooney, John James
Roy, William Robert
Ruth, Earl Baker
Sandman, Charles William
Saylor, John Phillips
Scherle, William Joseph
Scott, William Lloyd
Shoup, Richard Gardner
Smith, Henry P.
Sparkman, John Jackson
Steele, Robert Hampton
Stubblefield, Frank Albert
Teague, Charles McKevett
Thomson, Vernon Wallace
Tiernan, Robert Owens
Towell, David Gilmer
Veysey, Victor Vincent
Waldie, Jerome Russell
Ware, John Haines
Widnall, William Beck
Williams, Lawrence Gordon
Wyatt, Wendell 
Young, Edward Lunn
Young, Samuel Hollingsworth
Zion, Roger Herschel
Zwach, John Matthew
Wyman, Louis Crosby
Ford, Gerald Rudolph
Abzug, Bella Savitzky
Albert, Carl Bert
Allen, James Browning
Barrett, William Aloysius
Bayh, Birch Evans
Bell, Alphonzo 
Bellmon, Henry Louis
Benítez, Jaime 
Biester, Edward George
Casey, Robert Randolph
Church, Frank Forrester
Clancy, Donald Daniel
Conlan, John Bertrand
Cotton, Norris H.
Culver, John Chester
Daniels, Dominick Vincent
Downing, Thomas Nelms
Durkin, John Anthony
Esch, Marvin Leonel
Eshleman, Edwin Duing
Evins, Joseph Landon
Fulton, Richard Harmon
Gravel, Maurice Robert
Green, William Joseph
Gude, Gilbert 
Haley, James Andrew
Hall, Tim Lee
Hastings, James Fred
Hayes, Philip Harold
Hays, Wayne Levere
Hechler, Kenneth William
Helstoski, Henry 
Henderson, David Newton
Hicks, Floyd Verne
Hinshaw, Andrew Jackson
Howe, Allan Turner
Hungate, William Leonard
Hutchinson, J. Edward
Hébert, Felix Edward
Jarman, John 
Javits, Jacob Koppel
Johnson, Albert Walter
Jones, Robert Emmett
Karth, Joseph Edward
Kluczynski, John Carl
Landrum, Phillip Mitchell
Litton, Jerry Lon
Macdonald, Torbert Hart
Madden, Ray John
Magnuson, Warren Grant
McCollister, John Yetter
McGovern, George Stanley
Mezvinsky, Edward Maurice
Mills, Wilbur Daigh
Morgan, Robert Burren
Morgan, Thomas Ellsworth
Mosher, Charles Adams
Nelson, Gaylord Anton
O’Hara, James Grant
Passman, Otto Ernest
Patman, John William Wright
Pettis, Jerry Lyle
Randall, William Joseph
Rees, Thomas Mankell
Ribicoff, Abraham Alexander
Roush, John Edward
Schneebeli, Herman Theodore
Schweiker, Richard Schultz
Shriver, Garner E.
Stanton, James Vincent
Steelman, Alan Watson
Steiger, Sam 
Stephens, Robert Grier
Stevenson, Adlai Ewing
Stone, Richard Bernard
Stuckey, Williamson Sylvester
Sullivan, Leonor Kretzer
Symington, James Wadsworth
Talcott, Burt Lacklen
Talmadge, Herman Eugene
Taylor, Roy Arthur
Vander Veen, Richard Franklin
Vigorito, Joseph Phillip
Young, Milton Ruben
du Pont, Pierre "Samuel
Anderson, Wendell Richard
Allen, Clifford Robertson
Ammerman, Joseph Scofield
Badillo, Herman 
Bergland, Robert Selmer
Blouin, Michael Thomas
Breckinridge, John Bayne
Brown, Garry Eldridge
Burke, J. Herbert
Burke, James Anthony
Burke, Yvonne Brathwaite
Burleson, Omar Truman
Byrd, Harry Flood
Byron, Goodloe Edgar
Cannon, Howard Walter
Caputo, Bruce Faulkner
Carney, Charles Joseph
Cederberg, Elford Albin
Clawson, Delwin Morgan
Cornell, Robert John
Cornwell, David Lance
Cunningham, John Edward
Delaney, James Joseph
Dent, John Herman
Eilberg, Joshua 
Evans, Frank Edward
Flowers, Walter 
Flynt, John James
Fraser, Donald MacKay
Frey, Louis 
Gammage, Robert Alton
Hannaford, Mark Warren
Harrington, Michael Joseph
Hayakawa, Samuel Ichiye
Hodges, Kaneaster 
Humphrey, Hubert Horatio
Jordan, Barbara Charline
Ketchum, William Matthew
Keys, Martha Elizabeth
Koch, Edward Irving
Krebs, John Hans
LeFante, Joseph Anthony
Leggett, Robert Louis
Mahon, George Herman
Mann, James Robert
McFall, John Joseph
Meeds, Lloyd 
Metcalfe, Ralph Harold
Meyner, Helen Stevenson
Milford, Dale 
Moss, John Emerson
Muskie, Edmund Sixtus
Myers, Gary Arthur
Nix, Robert Nelson Cornelius
Pattison, Edward Worthington
Pettis, Shirley Neil
Pike, Otis Grey
Poage, William Robert
Quie, Albert Harold
Risenhoover, Theodore Marshall
Rogers, Paul Grant
Roncalio, Teno 
Rooney, Frederick Bernard
Ruppe, Philip Edward
Ryan, Leo Joseph
Sarasin, Ronald Arthur
Schmitt, Harrison Hagan
Shipley, George Edward
Sikes, Robert Lee Fulton
Sisk, Bernice Frederic
Skubitz, Joe 
Steers, Newton Ivan
Steiger, William Albert
Teague, Olin Earl
Thone, Charles 
Tonry, Richard Alvin
Tucker, James (Jim) Guy
Waggonner, Joseph David
Walsh, William Francis
Whalen, Charles William
Wiggins, Charles Edward
Williams, Harrison Arlington
Young, Andrew Jackson
Young, John Andrew
Allen, Maryon Pittman
Hatfield, Paul Gerhart
Humphrey, Muriel Buck
Stewart, Donald Wilbur
Ambro, Jerome Anthony
Anderson, John Bayard
Ashley, Thomas Ludlow
Baker, Howard Henry
Baldus, Alvin James
Bauman, Robert Edmund
Beard, Edward Peter
Brademas, John 
Buchanan, John Hall
Burlison, William Dean
Carter, Tim Lee
Cavanaugh, John Joseph
Cleveland, James Colgate
Corman, James Charles
Davis, Mendel Jackson
Devine, Samuel Leeper
Diggs, Charles Coles
Drinan, Robert Frederick
Duncan, Robert Blackford
Eckhardt, Robert Christian
Evans, Melvin Herbert
Fisher, Joseph Lyman
Flood, Daniel John
Giaimo, Robert Nicholas
Gudger, Vonno Lamar
Hanley, James Michael
Harris, Herbert Eugene
Harsha, William Howard
Holtzman, Elizabeth 
Huddleston, Walter Darlington
Hutchinson, John Guiher
Ichord, Richard Howard
Jenrette, John Wilson
Jepsen, Roger William
Johnson, Harold Terry
Johnson, James Paul
Kelly, Richard 
Leach, Anthony Claude
Lloyd, James Fredrick
Maguire, Gene Andrew
Mathis, Marvin Dawson
McCormack, Mike 
McEwen, Robert Cameron
McKay, Koln Gunn
Mikva, Abner Joseph
Moorhead, William Singer
Murphy, John Michael
Murphy, Morgan Francis
Musto, Raphael John
Myers, Michael Joseph
Nedzi, Lucien Norbert
Patten, Edward James
Percy, Charles Harting
Preyer, Lunsford Richardson
Randolph, Jennings 
Roberts, Herbert Ray
Royer, William Howard
Runnels, Harold Lowell
Satterfield, David Edward
Sebelius, Keith George
Slack, John Mark
Spellman, Gladys Noon
Stack, Edward John
Staggers, Harley Orrin
Steed, Thomas Jefferson
Stewart, Bennett McVey
Thompson, Frank 
Tower, John Goodwin
Treen, David Conner
Tsongas, Paul Efthemios
Ullman, Albert Conrad
Van Deerlin, Lionel 
Vanik, Charles Albert
Wilson, Charles Herbert
Wilson, Robert Carlton
Wolff, Lester Lionel
Wyatt, Joseph Peyton
Wydler, John Waldemar
Abdnor, James 
Andrews, Mark 
Ashbrook, Jean Spencer
Ashbrook, John Milan
Atkinson, Eugene Vincent
Bafalis, Louis Arthur
Bailey, Donald Allen
Bailey, R. Wendell
Beard, Robin Leo
Benedict, Cleveland Keith
Benjamin, Adam 
Bingham, Jonathan Brewster
Blanchard, James Johnston
Bolling, Richard Walker
Bowen, David Reece
Brinkley, Jack Thomas
Brodhead, William McNulty
Brown, Clarence J.
Burgener, Clair Walter
Burton, John Lowell
Butler, Manley Caldwell
Carman, Gregory Wright
Chisholm, Shirley Anita
Clausen, Donald Holst
Collins, James Mitchell
Cotter, William Ross
Coyne, James Kitchenman
Daniel, Robert Williams
Danielson, George Elmore
DeNardis, Lawrence Joseph
Deckard, Huey Joel
Denton, Jeremiah Andrew
Derwinski, Edward Joseph
Dougherty, Charles Francis
Dunn, James Whitney
Eagleton, Thomas Francis
East, John Porter
Emery, David Farnham
Erdahl, Arlen Ingolf
Ertel, Allen Edward
Evans, Billy Lee
Evans, David Walter
Evans, Thomas Beverley
Fary, John G.
Fenwick, Millicent Hammond
Findley, Paul 
Fithian, Floyd James
Fountain, Lawrence H.
Ginn, Ronald Bryan
Goldwater, Barry Morris
Goldwater, Barry Morris
Grisham, Wayne Richard
Guyer, Tennyson 
Hagedorn, Thomas Michael
Hart, Gary Warren
Hawkins, Paula 
Heckler, Margaret M.
Hinson, Jon Clifton
Holland, Kenneth Lamar
Hollenbeck, Harold Capistran
Jeffries, James Edmund
Johnston, Walter Eugene
Laxalt, Paul Dominque
LeBoutillier, John 
Lederer, Raymond Francis
Lee, Gary Alcide
Long, Russell Billiu
Marks, Marc Lincoln
Mathias, Charles McCurdy
Mattingly, Mack Francis
Mattox, James Albon
McClory, Robert 
McCloskey, Paul Norton
Mitchell, Donald Jerome
Moffett, Anthony John
Mollohan, Robert Homer
Mottl, Ronald Milton
Napier, John Light
Nelligan, James Leo
Peyser, Peter A.
Railsback, Thomas Fisher
Reuss, Henry Schoellkopf
Rhodes, John Jacob
Richmond, Frederick William
Roberts, Clint Ronald
Rousselot, John Harbin
Santini, James David
Shamansky, Robert Norton
Smith, Albert Lee
Smith, Joseph Francis
Stanton, John William
Staton, David Michael
Stockman, David Alan
Wampler, William Creed
Weber, Edward Ford
White, Richard Crawford
Zeferetti, Leo C.
Brady, Nicholas Frederick
Albosta, Donald Joseph
Andrews, Ike Franklin
Bethune, Edwin Ruthvin
Britt, Charles Robin
Burton, Phillip 
Chiles, Lawton Mainor
Conable, Barber Benjamin
Corcoran, Thomas Joseph
Corrada-del Río, Baltasar 
Crane, Daniel Bever
D’Amours, Norman Edward
Edwards, William Jackson
Erlenborn, John Neal
Evans, Daniel Jackson
Ferraro, Geraldine Anne
